idserie,month,periodo,val
3,Jan-19,0,15
3,Feb-19,1,15
3,Mar-19,2,16
3,Apr-19,3,15
3,May-19,4,15
3,Jun-19,5,16
3,Jul-19,6,16
3,Aug-19,7,16
3,Sep-19,8,17
3,Oct-19,9,16
3,Nov-19,10,16
3,Dec-19,11,18
3,Jan-20,12,17
3,Feb-20,13,13
3,Mar-20,14,13
3,Apr-20,15,15
3,May-20,16,17
3,Jun-20,17,17
3,Jul-20,18,17
3,Aug-20,19,17
3,Sep-20,20,17
3,Oct-20,21,18
3,Nov-20,22,17
3,Dec-20,23,20
3,Jan-21,24,17
3,Feb-21,25,16
3,Mar-21,26,18
3,Apr-21,27,18
3,May-21,28,17
3,Jun-21,29,19
3,Jul-21,30,19
3,Aug-21,31,18
3,Sep-21,32,18
3,Oct-21,33,20
3,Nov-21,34,20
3,Dec-21,35,22
3,Jan-22,36,18
3,Feb-22,37,18
3,Mar-22,38,18
3,Apr-22,39,18
3,May-22,40,18
3,Jun-22,41,20
3,Jul-22,42,19
3,Aug-22,43,18
3,Sep-22,44,18
3,Oct-22,45,19
3,Nov-22,46,21
3,Dec-22,47,21
