idserie,month,periodo,val
6,Jan-19,0,13
6,Feb-19,1,13
6,Mar-19,2,13
6,Apr-19,3,13
6,May-19,4,14
6,Jun-19,5,14
6,Jul-19,6,14
6,Aug-19,7,13
6,Sep-19,8,14
6,Oct-19,9,15
6,Nov-19,10,14
6,Dec-19,11,15
6,Jan-20,12,14
6,Feb-20,13,11
6,Mar-20,14,11
6,Apr-20,15,12
6,May-20,16,15
6,Jun-20,17,15
6,Jul-20,18,15
6,Aug-20,19,15
6,Sep-20,20,14
6,Oct-20,21,14
6,Nov-20,22,14
6,Dec-20,23,17
6,Jan-21,24,14
6,Feb-21,25,14
6,Mar-21,26,14
6,Apr-21,27,14
6,May-21,28,14
6,Jun-21,29,15
6,Jul-21,30,16
6,Aug-21,31,14
6,Sep-21,32,15
6,Oct-21,33,15
6,Nov-21,34,15
6,Dec-21,35,18
6,Jan-22,36,14
6,Feb-22,37,15
6,Mar-22,38,14
6,Apr-22,39,15
6,May-22,40,15
6,Jun-22,41,15
6,Jul-22,42,16
6,Aug-22,43,16
6,Sep-22,44,16
6,Oct-22,45,16
6,Nov-22,46,15
6,Dec-22,47,17
