idserie,month,periodo,val
39,Jan-19,0,12
39,Feb-19,1,12
39,Mar-19,2,12
39,Apr-19,3,13
39,May-19,4,13
39,Jun-19,5,13
39,Jul-19,6,14
39,Aug-19,7,13
39,Sep-19,8,14
39,Oct-19,9,14
39,Nov-19,10,15
39,Dec-19,11,16
39,Jan-20,12,15
39,Feb-20,13,12
39,Mar-20,14,11
39,Apr-20,15,13
39,May-20,16,15
39,Jun-20,17,15
39,Jul-20,18,16
39,Aug-20,19,15
39,Sep-20,20,15
39,Oct-20,21,16
39,Nov-20,22,17
39,Dec-20,23,20
39,Jan-21,24,16
39,Feb-21,25,16
39,Mar-21,26,17
39,Apr-21,27,16
39,May-21,28,17
39,Jun-21,29,17
39,Jul-21,30,19
39,Aug-21,31,18
39,Sep-21,32,17
39,Oct-21,33,17
39,Nov-21,34,19
39,Dec-21,35,23
39,Jan-22,36,19
39,Feb-22,37,18
39,Mar-22,38,19
39,Apr-22,39,20
39,May-22,40,20
39,Jun-22,41,19
39,Jul-22,42,19
39,Aug-22,43,18
39,Sep-22,44,20
39,Oct-22,45,20
39,Nov-22,46,22
39,Dec-22,47,22
