idserie,month,periodo,val
25,Jan-19,0,13
25,Feb-19,1,13
25,Mar-19,2,13
25,Apr-19,3,14
25,May-19,4,13
25,Jun-19,5,14
25,Jul-19,6,14
25,Aug-19,7,13
25,Sep-19,8,14
25,Oct-19,9,15
25,Nov-19,10,15
25,Dec-19,11,17
25,Jan-20,12,14
25,Feb-20,13,12
25,Mar-20,14,12
25,Apr-20,15,14
25,May-20,16,15
25,Jun-20,17,15
25,Jul-20,18,15
25,Aug-20,19,15
25,Sep-20,20,15
25,Oct-20,21,16
25,Nov-20,22,16
25,Dec-20,23,17
25,Jan-21,24,16
25,Feb-21,25,15
25,Mar-21,26,15
25,Apr-21,27,16
25,May-21,28,16
25,Jun-21,29,16
25,Jul-21,30,16
25,Aug-21,31,16
25,Sep-21,32,18
25,Oct-21,33,18
25,Nov-21,34,18
25,Dec-21,35,20
25,Jan-22,36,18
25,Feb-22,37,17
25,Mar-22,38,17
25,Apr-22,39,16
25,May-22,40,17
25,Jun-22,41,18
25,Jul-22,42,17
25,Aug-22,43,17
25,Sep-22,44,17
25,Oct-22,45,19
25,Nov-22,46,19
25,Dec-22,47,19
