idserie,month,periodo,val
17,Jan-19,0,9
17,Feb-19,1,8
17,Mar-19,2,10
17,Apr-19,3,10
17,May-19,4,9
17,Jun-19,5,10
17,Jul-19,6,11
17,Aug-19,7,10
17,Sep-19,8,10
17,Oct-19,9,10
17,Nov-19,10,9
17,Dec-19,11,13
17,Jan-20,12,10
17,Feb-20,13,8
17,Mar-20,14,8
17,Apr-20,15,9
17,May-20,16,10
17,Jun-20,17,10
17,Jul-20,18,11
17,Aug-20,19,10
17,Sep-20,20,12
17,Oct-20,21,12
17,Nov-20,22,12
17,Dec-20,23,12
17,Jan-21,24,11
17,Feb-21,25,10
17,Mar-21,26,11
17,Apr-21,27,11
17,May-21,28,11
17,Jun-21,29,11
17,Jul-21,30,11
17,Aug-21,31,11
17,Sep-21,32,11
17,Oct-21,33,12
17,Nov-21,34,12
17,Dec-21,35,14
17,Jan-22,36,11
17,Feb-22,37,12
17,Mar-22,38,12
17,Apr-22,39,11
17,May-22,40,12
17,Jun-22,41,13
17,Jul-22,42,12
17,Aug-22,43,11
17,Sep-22,44,13
17,Oct-22,45,14
17,Nov-22,46,12
17,Dec-22,47,14
