idserie,month,periodo,val
8,Jan-19,0,23
8,Feb-19,1,23
8,Mar-19,2,23
8,Apr-19,3,23
8,May-19,4,24
8,Jun-19,5,24
8,Jul-19,6,24
8,Aug-19,7,24
8,Sep-19,8,24
8,Oct-19,9,25
8,Nov-19,10,24
8,Dec-19,11,26
8,Jan-20,12,25
8,Feb-20,13,19
8,Mar-20,14,19
8,Apr-20,15,22
8,May-20,16,24
8,Jun-20,17,24
8,Jul-20,18,24
8,Aug-20,19,25
8,Sep-20,20,25
8,Oct-20,21,25
8,Nov-20,22,24
8,Dec-20,23,27
8,Jan-21,24,25
8,Feb-21,25,24
8,Mar-21,26,25
8,Apr-21,27,24
8,May-21,28,25
8,Jun-21,29,24
8,Jul-21,30,26
8,Aug-21,31,24
8,Sep-21,32,25
8,Oct-21,33,26
8,Nov-21,34,25
8,Dec-21,35,27
8,Jan-22,36,26
8,Feb-22,37,24
8,Mar-22,38,25
8,Apr-22,39,25
8,May-22,40,25
8,Jun-22,41,25
8,Jul-22,42,26
8,Aug-22,43,26
8,Sep-22,44,25
8,Oct-22,45,27
8,Nov-22,46,26
8,Dec-22,47,28
