idserie,month,periodo,val
30,Jan-19,0,14
30,Feb-19,1,13
30,Mar-19,2,13
30,Apr-19,3,12
30,May-19,4,13
30,Jun-19,5,13
30,Jul-19,6,12
30,Aug-19,7,13
30,Sep-19,8,12
30,Oct-19,9,13
30,Nov-19,10,12
30,Dec-19,11,13
30,Jan-20,12,12
30,Feb-20,13,9
30,Mar-20,14,9
30,Apr-20,15,10
30,May-20,16,11
30,Jun-20,17,11
30,Jul-20,18,11
30,Aug-20,19,11
30,Sep-20,20,11
30,Oct-20,21,11
30,Nov-20,22,11
30,Dec-20,23,11
30,Jan-21,24,10
30,Feb-21,25,10
30,Mar-21,26,10
30,Apr-21,27,10
30,May-21,28,10
30,Jun-21,29,10
30,Jul-21,30,10
30,Aug-21,31,9
30,Sep-21,32,9
30,Oct-21,33,9
30,Nov-21,34,9
30,Dec-21,35,9
30,Jan-22,36,9
30,Feb-22,37,9
30,Mar-22,38,9
30,Apr-22,39,9
30,May-22,40,9
30,Jun-22,41,9
30,Jul-22,42,9
30,Aug-22,43,9
30,Sep-22,44,9
30,Oct-22,45,9
30,Nov-22,46,8
30,Dec-22,47,8
