idserie,month,periodo,val
26,Jan-19,0,14
26,Feb-19,1,13
26,Mar-19,2,13
26,Apr-19,3,14
26,May-19,4,14
26,Jun-19,5,13
26,Jul-19,6,13
26,Aug-19,7,13
26,Sep-19,8,13
26,Oct-19,9,14
26,Nov-19,10,14
26,Dec-19,11,15
26,Jan-20,12,14
26,Feb-20,13,11
26,Mar-20,14,10
26,Apr-20,15,12
26,May-20,16,14
26,Jun-20,17,14
26,Jul-20,18,15
26,Aug-20,19,14
26,Sep-20,20,14
26,Oct-20,21,15
26,Nov-20,22,14
26,Dec-20,23,16
26,Jan-21,24,13
26,Feb-21,25,13
26,Mar-21,26,14
26,Apr-21,27,14
26,May-21,28,14
26,Jun-21,29,14
26,Jul-21,30,14
26,Aug-21,31,13
26,Sep-21,32,14
26,Oct-21,33,15
26,Nov-21,34,14
26,Dec-21,35,16
26,Jan-22,36,14
26,Feb-22,37,14
26,Mar-22,38,14
26,Apr-22,39,14
26,May-22,40,14
26,Jun-22,41,14
26,Jul-22,42,15
26,Aug-22,43,14
26,Sep-22,44,14
26,Oct-22,45,14
26,Nov-22,46,15
26,Dec-22,47,17
