idserie,month,periodo,val
31,Jan-19,0,10
31,Feb-19,1,10
31,Mar-19,2,11
31,Apr-19,3,11
31,May-19,4,10
31,Jun-19,5,11
31,Jul-19,6,11
31,Aug-19,7,11
31,Sep-19,8,10
31,Oct-19,9,11
31,Nov-19,10,10
31,Dec-19,11,11
31,Jan-20,12,10
31,Feb-20,13,9
31,Mar-20,14,8
31,Apr-20,15,9
31,May-20,16,10
31,Jun-20,17,12
31,Jul-20,18,12
31,Aug-20,19,11
31,Sep-20,20,11
31,Oct-20,21,12
31,Nov-20,22,11
31,Dec-20,23,11
31,Jan-21,24,11
31,Feb-21,25,10
31,Mar-21,26,11
31,Apr-21,27,10
31,May-21,28,11
31,Jun-21,29,11
31,Jul-21,30,12
31,Aug-21,31,12
31,Sep-21,32,11
31,Oct-21,33,12
31,Nov-21,34,11
31,Dec-21,35,14
31,Jan-22,36,11
31,Feb-22,37,11
31,Mar-22,38,11
31,Apr-22,39,12
31,May-22,40,11
31,Jun-22,41,11
31,Jul-22,42,11
31,Aug-22,43,12
31,Sep-22,44,12
31,Oct-22,45,12
31,Nov-22,46,12
31,Dec-22,47,14
