idserie,month,periodo,val
28,Jan-19,0,10
28,Feb-19,1,10
28,Mar-19,2,10
28,Apr-19,3,9
28,May-19,4,10
28,Jun-19,5,10
28,Jul-19,6,10
28,Aug-19,7,10
28,Sep-19,8,10
28,Oct-19,9,11
28,Nov-19,10,11
28,Dec-19,11,12
28,Jan-20,12,10
28,Feb-20,13,9
28,Mar-20,14,8
28,Apr-20,15,9
28,May-20,16,10
28,Jun-20,17,11
28,Jul-20,18,11
28,Aug-20,19,11
28,Sep-20,20,11
28,Oct-20,21,11
28,Nov-20,22,11
28,Dec-20,23,11
28,Jan-21,24,11
28,Feb-21,25,10
28,Mar-21,26,10
28,Apr-21,27,10
28,May-21,28,11
28,Jun-21,29,10
28,Jul-21,30,11
28,Aug-21,31,9
28,Sep-21,32,10
28,Oct-21,33,11
28,Nov-21,34,10
28,Dec-21,35,11
28,Jan-22,36,10
28,Feb-22,37,10
28,Mar-22,38,9
28,Apr-22,39,10
28,May-22,40,10
28,Jun-22,41,10
28,Jul-22,42,11
28,Aug-22,43,10
28,Sep-22,44,10
28,Oct-22,45,10
28,Nov-22,46,10
28,Dec-22,47,11
