idserie,month,periodo,val
18,Jan-19,0,12
18,Feb-19,1,11
18,Mar-19,2,11
18,Apr-19,3,12
18,May-19,4,12
18,Jun-19,5,12
18,Jul-19,6,12
18,Aug-19,7,12
18,Sep-19,8,12
18,Oct-19,9,12
18,Nov-19,10,13
18,Dec-19,11,14
18,Jan-20,12,12
18,Feb-20,13,9
18,Mar-20,14,9
18,Apr-20,15,11
18,May-20,16,12
18,Jun-20,17,13
18,Jul-20,18,13
18,Aug-20,19,13
18,Sep-20,20,12
18,Oct-20,21,13
18,Nov-20,22,13
18,Dec-20,23,16
18,Jan-21,24,13
18,Feb-21,25,13
18,Mar-21,26,13
18,Apr-21,27,12
18,May-21,28,13
18,Jun-21,29,14
18,Jul-21,30,15
18,Aug-21,31,13
18,Sep-21,32,14
18,Oct-21,33,14
18,Nov-21,34,14
18,Dec-21,35,16
18,Jan-22,36,13
18,Feb-22,37,13
18,Mar-22,38,15
18,Apr-22,39,14
18,May-22,40,14
18,Jun-22,41,15
18,Jul-22,42,14
18,Aug-22,43,14
18,Sep-22,44,14
18,Oct-22,45,15
18,Nov-22,46,15
18,Dec-22,47,17
