idserie,month,periodo,val
0,Jan-19,0,16
0,Feb-19,1,15
0,Mar-19,2,16
0,Apr-19,3,16
0,May-19,4,17
0,Jun-19,5,17
0,Jul-19,6,18
0,Aug-19,7,17
0,Sep-19,8,18
0,Oct-19,9,18
0,Nov-19,10,17
0,Dec-19,11,21
0,Jan-20,12,19
0,Feb-20,13,14
0,Mar-20,14,15
0,Apr-20,15,16
0,May-20,16,19
0,Jun-20,17,19
0,Jul-20,18,20
0,Aug-20,19,19
0,Sep-20,20,19
0,Oct-20,21,21
0,Nov-20,22,19
0,Dec-20,23,21
0,Jan-21,24,19
0,Feb-21,25,20
0,Mar-21,26,20
0,Apr-21,27,20
0,May-21,28,19
0,Jun-21,29,22
0,Jul-21,30,21
0,Aug-21,31,21
0,Sep-21,32,22
0,Oct-21,33,21
0,Nov-21,34,22
0,Dec-21,35,26
0,Jan-22,36,21
0,Feb-22,37,21
0,Mar-22,38,21
0,Apr-22,39,22
0,May-22,40,22
0,Jun-22,41,22
0,Jul-22,42,22
0,Aug-22,43,22
0,Sep-22,44,23
0,Oct-22,45,23
0,Nov-22,46,22
0,Dec-22,47,24
