idserie,month,periodo,val
20,Jan-19,0,20
20,Feb-19,1,19
20,Mar-19,2,20
20,Apr-19,3,21
20,May-19,4,20
20,Jun-19,5,21
20,Jul-19,6,21
20,Aug-19,7,21
20,Sep-19,8,22
20,Oct-19,9,22
20,Nov-19,10,22
20,Dec-19,11,23
20,Jan-20,12,22
20,Feb-20,13,18
20,Mar-20,14,16
20,Apr-20,15,19
20,May-20,16,22
20,Jun-20,17,23
20,Jul-20,18,22
20,Aug-20,19,22
20,Sep-20,20,23
20,Oct-20,21,23
20,Nov-20,22,23
20,Dec-20,23,26
20,Jan-21,24,22
20,Feb-21,25,21
20,Mar-21,26,23
20,Apr-21,27,22
20,May-21,28,23
20,Jun-21,29,23
20,Jul-21,30,25
20,Aug-21,31,24
20,Sep-21,32,24
20,Oct-21,33,24
20,Nov-21,34,24
20,Dec-21,35,26
20,Jan-22,36,25
20,Feb-22,37,22
20,Mar-22,38,23
20,Apr-22,39,24
20,May-22,40,23
20,Jun-22,41,26
20,Jul-22,42,26
20,Aug-22,43,24
20,Sep-22,44,24
20,Oct-22,45,26
20,Nov-22,46,25
20,Dec-22,47,28
