idserie,month,periodo,val
21,Jan-19,0,9
21,Feb-19,1,8
21,Mar-19,2,9
21,Apr-19,3,10
21,May-19,4,11
21,Jun-19,5,11
21,Jul-19,6,11
21,Aug-19,7,11
21,Sep-19,8,13
21,Oct-19,9,12
21,Nov-19,10,13
21,Dec-19,11,16
21,Jan-20,12,14
21,Feb-20,13,11
21,Mar-20,14,10
21,Apr-20,15,12
21,May-20,16,15
21,Jun-20,17,16
21,Jul-20,18,15
21,Aug-20,19,14
21,Sep-20,20,17
21,Oct-20,21,15
21,Nov-20,22,15
21,Dec-20,23,21
21,Jan-21,24,16
21,Feb-21,25,15
21,Mar-21,26,15
21,Apr-21,27,18
21,May-21,28,18
21,Jun-21,29,18
21,Jul-21,30,20
21,Aug-21,31,18
21,Sep-21,32,21
21,Oct-21,33,20
21,Nov-21,34,22
21,Dec-21,35,25
21,Jan-22,36,21
21,Feb-22,37,19
21,Mar-22,38,21
21,Apr-22,39,19
21,May-22,40,21
21,Jun-22,41,22
21,Jul-22,42,25
21,Aug-22,43,23
21,Sep-22,44,24
21,Oct-22,45,22
21,Nov-22,46,23
21,Dec-22,47,32
