idserie,month,periodo,val
14,Jan-19,0,20
14,Feb-19,1,19
14,Mar-19,2,21
14,Apr-19,3,21
14,May-19,4,21
14,Jun-19,5,22
14,Jul-19,6,21
14,Aug-19,7,21
14,Sep-19,8,22
14,Oct-19,9,21
14,Nov-19,10,22
14,Dec-19,11,23
14,Jan-20,12,22
14,Feb-20,13,18
14,Mar-20,14,16
14,Apr-20,15,20
14,May-20,16,22
14,Jun-20,17,22
14,Jul-20,18,22
14,Aug-20,19,22
14,Sep-20,20,22
14,Oct-20,21,22
14,Nov-20,22,23
14,Dec-20,23,26
14,Jan-21,24,23
14,Feb-21,25,21
14,Mar-21,26,23
14,Apr-21,27,22
14,May-21,28,24
14,Jun-21,29,24
14,Jul-21,30,23
14,Aug-21,31,23
14,Sep-21,32,23
14,Oct-21,33,25
14,Nov-21,34,25
14,Dec-21,35,27
14,Jan-22,36,24
14,Feb-22,37,23
14,Mar-22,38,23
14,Apr-22,39,24
14,May-22,40,24
14,Jun-22,41,24
14,Jul-22,42,25
14,Aug-22,43,23
14,Sep-22,44,25
14,Oct-22,45,25
14,Nov-22,46,25
14,Dec-22,47,26
