idserie,month,periodo,val
29,Jan-19,0,9
29,Feb-19,1,9
29,Mar-19,2,9
29,Apr-19,3,10
29,May-19,4,10
29,Jun-19,5,10
29,Jul-19,6,11
29,Aug-19,7,10
29,Sep-19,8,12
29,Oct-19,9,11
29,Nov-19,10,12
29,Dec-19,11,14
29,Jan-20,12,13
29,Feb-20,13,10
29,Mar-20,14,9
29,Apr-20,15,11
29,May-20,16,13
29,Jun-20,17,14
29,Jul-20,18,13
29,Aug-20,19,13
29,Sep-20,20,13
29,Oct-20,21,14
29,Nov-20,22,14
29,Dec-20,23,17
29,Jan-21,24,13
29,Feb-21,25,13
29,Mar-21,26,14
29,Apr-21,27,13
29,May-21,28,14
29,Jun-21,29,16
29,Jul-21,30,17
29,Aug-21,31,15
29,Sep-21,32,17
29,Oct-21,33,18
29,Nov-21,34,19
29,Dec-21,35,22
29,Jan-22,36,17
29,Feb-22,37,17
29,Mar-22,38,15
29,Apr-22,39,18
29,May-22,40,16
29,Jun-22,41,17
29,Jul-22,42,20
29,Aug-22,43,19
29,Sep-22,44,21
29,Oct-22,45,21
29,Nov-22,46,22
29,Dec-22,47,22
