idserie,month,periodo,val
1,Jan-19,0,22
1,Feb-19,1,22
1,Mar-19,2,22
1,Apr-19,3,23
1,May-19,4,23
1,Jun-19,5,22
1,Jul-19,6,23
1,Aug-19,7,22
1,Sep-19,8,22
1,Oct-19,9,23
1,Nov-19,10,22
1,Dec-19,11,24
1,Jan-20,12,23
1,Feb-20,13,19
1,Mar-20,14,17
1,Apr-20,15,20
1,May-20,16,22
1,Jun-20,17,22
1,Jul-20,18,22
1,Aug-20,19,22
1,Sep-20,20,22
1,Oct-20,21,22
1,Nov-20,22,22
1,Dec-20,23,24
1,Jan-21,24,21
1,Feb-21,25,21
1,Mar-21,26,21
1,Apr-21,27,22
1,May-21,28,22
1,Jun-21,29,22
1,Jul-21,30,21
1,Aug-21,31,22
1,Sep-21,32,22
1,Oct-21,33,22
1,Nov-21,34,22
1,Dec-21,35,22
1,Jan-22,36,21
1,Feb-22,37,21
1,Mar-22,38,21
1,Apr-22,39,21
1,May-22,40,21
1,Jun-22,41,22
1,Jul-22,42,22
1,Aug-22,43,21
1,Sep-22,44,21
1,Oct-22,45,22
1,Nov-22,46,21
1,Dec-22,47,23
