,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
47,27.22542044522502,21.606060945684774,28.7010612589993,22.2391265631306,18.909091075761612,17.34516621563991,18.575757874597468,13.030303153997789,27.56222485027732,17.149066968732154,20.48484872465626,13.242424418919231,25.484849347303527,26.48484907556569,28.15151572776274,22.089270089688217,19.778117749330043,14.787879184770649,16.757576024563587,10.1515153100649,27.155157073624633,28.87524747256012,33.83278403306585,17.65434331021214,18.03006418877914,20.273439854371933,16.239879234467544,19.331965064182985,11.562162297840317,25.57345663290492,9.000000000175671,14.363636604784553,13.333333523922112,23.666667427012296,11.545454684220402,17.4981637202447,30.757576759255873,26.030303647008353,19.17588356099703,25.21231023595281,13.456204627183494,10.323506328671337,16.81818199409669,23.333333602623483,13.982442405423761,16.573929502776963,18.63648145191292,4.799292884737285,13.424242582173642,20.980149681893685,29.336315841210396,16.67087051009343
