idserie, month , periodo, val  , val_originale, ricostruito
      0, Jan-19,       0, 16   ,            16,           0
      0, Feb-19,       1, 15   ,            15,           0
      0, Mar-19,       2, 16   ,            16,           0
      0, Apr-19,       3, 16   ,            16,           0
      0, May-19,       4, 17   ,            17,           0
      0, Jun-19,       5, 17   ,            17,           0
      0, Jul-19,       6, 18   ,            18,           0
      0, Aug-19,       7, 17   ,            17,           0
      0, Sep-19,       8, 18   ,            18,           0
      0, Oct-19,       9, 18   ,            18,           0
      0, Nov-19,      10, 17   ,            17,           0
      0, Dec-19,      11, 21   ,            21,           0
      0, Jan-20,      12, 19   ,            19,           0
      0, Feb-20,      13, 18.67,            14,           1
      0, Mar-20,      14, 19.0 ,            15,           1
      0, Apr-20,      15, 19.33,            16,           1
      0, May-20,      16, 19   ,            19,           0
      0, Jun-20,      17, 19   ,            19,           0
      0, Jul-20,      18, 20   ,            20,           0
      0, Aug-20,      19, 19   ,            19,           0
      0, Sep-20,      20, 19   ,            19,           0
      0, Oct-20,      21, 21   ,            21,           0
      0, Nov-20,      22, 19   ,            19,           0
      0, Dec-20,      23, 21   ,            21,           0
      0, Jan-21,      24, 19   ,            19,           0
      0, Feb-21,      25, 20   ,            20,           0
      0, Mar-21,      26, 20   ,            20,           0
      0, Apr-21,      27, 20   ,            20,           0
      0, May-21,      28, 19   ,            19,           0
      0, Jun-21,      29, 22   ,            22,           0
      0, Jul-21,      30, 21   ,            21,           0
      0, Aug-21,      31, 21   ,            21,           0
      0, Sep-21,      32, 22   ,            22,           0
      0, Oct-21,      33, 21   ,            21,           0
      0, Nov-21,      34, 22   ,            22,           0
      0, Dec-21,      35, 26   ,            26,           0
      0, Jan-22,      36, 21   ,            21,           0
      0, Feb-22,      37, 21   ,            21,           0
      0, Mar-22,      38, 21   ,            21,           0
      0, Apr-22,      39, 22   ,            22,           0
      0, May-22,      40, 22   ,            22,           0
      0, Jun-22,      41, 22   ,            22,           0
      0, Jul-22,      42, 22   ,            22,           0
      0, Aug-22,      43, 22   ,            22,           0
      0, Sep-22,      44, 23   ,            23,           0
      0, Oct-22,      45, 23   ,            23,           0
      0, Nov-22,      46, 22   ,            22,           0
      0, Dec-22,      47, 24   ,            24,           0
      1, Jan-19,       0, 22   ,            22,           0
      1, Feb-19,       1, 22   ,            22,           0
      1, Mar-19,       2, 22   ,            22,           0
      1, Apr-19,       3, 23   ,            23,           0
      1, May-19,       4, 23   ,            23,           0
      1, Jun-19,       5, 22   ,            22,           0
      1, Jul-19,       6, 23   ,            23,           0
      1, Aug-19,       7, 22   ,            22,           0
      1, Sep-19,       8, 22   ,            22,           0
      1, Oct-19,       9, 23   ,            23,           0
      1, Nov-19,      10, 22   ,            22,           0
      1, Dec-19,      11, 24   ,            24,           0
      1, Jan-20,      12, 23   ,            23,           0
      1, Feb-20,      13, 21.33,            19,           1
      1, Mar-20,      14, 21.33,            17,           1
      1, Apr-20,      15, 22.0 ,            20,           1
      1, May-20,      16, 22   ,            22,           0
      1, Jun-20,      17, 22   ,            22,           0
      1, Jul-20,      18, 22   ,            22,           0
      1, Aug-20,      19, 22   ,            22,           0
      1, Sep-20,      20, 22   ,            22,           0
      1, Oct-20,      21, 22   ,            22,           0
      1, Nov-20,      22, 22   ,            22,           0
      1, Dec-20,      23, 24   ,            24,           0
      1, Jan-21,      24, 21   ,            21,           0
      1, Feb-21,      25, 21   ,            21,           0
      1, Mar-21,      26, 21   ,            21,           0
      1, Apr-21,      27, 22   ,            22,           0
      1, May-21,      28, 22   ,            22,           0
      1, Jun-21,      29, 22   ,            22,           0
      1, Jul-21,      30, 21   ,            21,           0
      1, Aug-21,      31, 22   ,            22,           0
      1, Sep-21,      32, 22   ,            22,           0
      1, Oct-21,      33, 22   ,            22,           0
      1, Nov-21,      34, 22   ,            22,           0
      1, Dec-21,      35, 22   ,            22,           0
      1, Jan-22,      36, 21   ,            21,           0
      1, Feb-22,      37, 21   ,            21,           0
      1, Mar-22,      38, 21   ,            21,           0
      1, Apr-22,      39, 21   ,            21,           0
      1, May-22,      40, 21   ,            21,           0
      1, Jun-22,      41, 22   ,            22,           0
      1, Jul-22,      42, 22   ,            22,           0
      1, Aug-22,      43, 21   ,            21,           0
      1, Sep-22,      44, 21   ,            21,           0
      1, Oct-22,      45, 22   ,            22,           0
      1, Nov-22,      46, 21   ,            21,           0
      1, Dec-22,      47, 23   ,            23,           0
      2, Jan-19,       0, 19   ,            19,           0
      2, Feb-19,       1, 18   ,            18,           0
      2, Mar-19,       2, 18   ,            18,           0
      2, Apr-19,       3, 18   ,            18,           0
      2, May-19,       4, 19   ,            19,           0
      2, Jun-19,       5, 19   ,            19,           0
      2, Jul-19,       6, 19   ,            19,           0
      2, Aug-19,       7, 19   ,            19,           0
      2, Sep-19,       8, 20   ,            20,           0
      2, Oct-19,       9, 21   ,            21,           0
      2, Nov-19,      10, 20   ,            20,           0
      2, Dec-19,      11, 22   ,            22,           0
      2, Jan-20,      12, 20   ,            20,           0
      2, Feb-20,      13, 19.67,            16,           1
      2, Mar-20,      14, 21.0 ,            16,           1
      2, Apr-20,      15, 21.0 ,            18,           1
      2, May-20,      16, 20   ,            20,           0
      2, Jun-20,      17, 21   ,            21,           0
      2, Jul-20,      18, 21   ,            21,           0
      2, Aug-20,      19, 22   ,            22,           0
      2, Sep-20,      20, 22   ,            22,           0
      2, Oct-20,      21, 23   ,            23,           0
      2, Nov-20,      22, 22   ,            22,           0
      2, Dec-20,      23, 25   ,            25,           0
      2, Jan-21,      24, 23   ,            23,           0
      2, Feb-21,      25, 20   ,            20,           0
      2, Mar-21,      26, 22   ,            22,           0
      2, Apr-21,      27, 21   ,            21,           0
      2, May-21,      28, 22   ,            22,           0
      2, Jun-21,      29, 22   ,            22,           0
      2, Jul-21,      30, 23   ,            23,           0
      2, Aug-21,      31, 23   ,            23,           0
      2, Sep-21,      32, 22   ,            22,           0
      2, Oct-21,      33, 23   ,            23,           0
      2, Nov-21,      34, 23   ,            23,           0
      2, Dec-21,      35, 27   ,            27,           0
      2, Jan-22,      36, 22   ,            22,           0
      2, Feb-22,      37, 21   ,            21,           0
      2, Mar-22,      38, 23   ,            23,           0
      2, Apr-22,      39, 24   ,            24,           0
      2, May-22,      40, 24   ,            24,           0
      2, Jun-22,      41, 24   ,            24,           0
      2, Jul-22,      42, 24   ,            24,           0
      2, Aug-22,      43, 24   ,            24,           0
      2, Sep-22,      44, 25   ,            25,           0
      2, Oct-22,      45, 25   ,            25,           0
      2, Nov-22,      46, 26   ,            26,           0
      2, Dec-22,      47, 30   ,            30,           0
      3, Jan-19,       0, 15   ,            15,           0
      3, Feb-19,       1, 15   ,            15,           0
      3, Mar-19,       2, 16   ,            16,           0
      3, Apr-19,       3, 15   ,            15,           0
      3, May-19,       4, 15   ,            15,           0
      3, Jun-19,       5, 16   ,            16,           0
      3, Jul-19,       6, 16   ,            16,           0
      3, Aug-19,       7, 16   ,            16,           0
      3, Sep-19,       8, 17   ,            17,           0
      3, Oct-19,       9, 16   ,            16,           0
      3, Nov-19,      10, 16   ,            16,           0
      3, Dec-19,      11, 18   ,            18,           0
      3, Jan-20,      12, 17   ,            17,           0
      3, Feb-20,      13, 16.33,            13,           1
      3, Mar-20,      14, 17.33,            13,           1
      3, Apr-20,      15, 17.0 ,            15,           1
      3, May-20,      16, 17   ,            17,           0
      3, Jun-20,      17, 17   ,            17,           0
      3, Jul-20,      18, 17   ,            17,           0
      3, Aug-20,      19, 17   ,            17,           0
      3, Sep-20,      20, 17   ,            17,           0
      3, Oct-20,      21, 18   ,            18,           0
      3, Nov-20,      22, 17   ,            17,           0
      3, Dec-20,      23, 20   ,            20,           0
      3, Jan-21,      24, 17   ,            17,           0
      3, Feb-21,      25, 16   ,            16,           0
      3, Mar-21,      26, 18   ,            18,           0
      3, Apr-21,      27, 18   ,            18,           0
      3, May-21,      28, 17   ,            17,           0
      3, Jun-21,      29, 19   ,            19,           0
      3, Jul-21,      30, 19   ,            19,           0
      3, Aug-21,      31, 18   ,            18,           0
      3, Sep-21,      32, 18   ,            18,           0
      3, Oct-21,      33, 20   ,            20,           0
      3, Nov-21,      34, 20   ,            20,           0
      3, Dec-21,      35, 22   ,            22,           0
      3, Jan-22,      36, 18   ,            18,           0
      3, Feb-22,      37, 18   ,            18,           0
      3, Mar-22,      38, 18   ,            18,           0
      3, Apr-22,      39, 18   ,            18,           0
      3, May-22,      40, 18   ,            18,           0
      3, Jun-22,      41, 20   ,            20,           0
      3, Jul-22,      42, 19   ,            19,           0
      3, Aug-22,      43, 18   ,            18,           0
      3, Sep-22,      44, 18   ,            18,           0
      3, Oct-22,      45, 19   ,            19,           0
      3, Nov-22,      46, 21   ,            21,           0
      3, Dec-22,      47, 21   ,            21,           0
      4, Jan-19,       0, 17   ,            17,           0
      4, Feb-19,       1, 17   ,            17,           0
      4, Mar-19,       2, 17   ,            17,           0
      4, Apr-19,       3, 17   ,            17,           0
      4, May-19,       4, 18   ,            18,           0
      4, Jun-19,       5, 17   ,            17,           0
      4, Jul-19,       6, 18   ,            18,           0
      4, Aug-19,       7, 17   ,            17,           0
      4, Sep-19,       8, 17   ,            17,           0
      4, Oct-19,       9, 18   ,            18,           0
      4, Nov-19,      10, 17   ,            17,           0
      4, Dec-19,      11, 18   ,            18,           0
      4, Jan-20,      12, 18   ,            18,           0
      4, Feb-20,      13, 16.33,            14,           1
      4, Mar-20,      14, 17.0 ,            13,           1
      4, Apr-20,      15, 17.0 ,            16,           1
      4, May-20,      16, 17   ,            17,           0
      4, Jun-20,      17, 17   ,            17,           0
      4, Jul-20,      18, 17   ,            17,           0
      4, Aug-20,      19, 17   ,            17,           0
      4, Sep-20,      20, 17   ,            17,           0
      4, Oct-20,      21, 18   ,            18,           0
      4, Nov-20,      22, 17   ,            17,           0
      4, Dec-20,      23, 18   ,            18,           0
      4, Jan-21,      24, 17   ,            17,           0
      4, Feb-21,      25, 16   ,            16,           0
      4, Mar-21,      26, 17   ,            17,           0
      4, Apr-21,      27, 17   ,            17,           0
      4, May-21,      28, 17   ,            17,           0
      4, Jun-21,      29, 17   ,            17,           0
      4, Jul-21,      30, 18   ,            18,           0
      4, Aug-21,      31, 17   ,            17,           0
      4, Sep-21,      32, 18   ,            18,           0
      4, Oct-21,      33, 17   ,            17,           0
      4, Nov-21,      34, 17   ,            17,           0
      4, Dec-21,      35, 19   ,            19,           0
      4, Jan-22,      36, 17   ,            17,           0
      4, Feb-22,      37, 16   ,            16,           0
      4, Mar-22,      38, 17   ,            17,           0
      4, Apr-22,      39, 17   ,            17,           0
      4, May-22,      40, 17   ,            17,           0
      4, Jun-22,      41, 17   ,            17,           0
      4, Jul-22,      42, 17   ,            17,           0
      4, Aug-22,      43, 17   ,            17,           0
      4, Sep-22,      44, 17   ,            17,           0
      4, Oct-22,      45, 18   ,            18,           0
      4, Nov-22,      46, 17   ,            17,           0
      4, Dec-22,      47, 18   ,            18,           0
      5, Jan-19,       0, 11   ,            11,           0
      5, Feb-19,       1, 10   ,            10,           0
      5, Mar-19,       2, 10   ,            10,           0
      5, Apr-19,       3, 11   ,            11,           0
      5, May-19,       4, 11   ,            11,           0
      5, Jun-19,       5, 11   ,            11,           0
      5, Jul-19,       6, 11   ,            11,           0
      5, Aug-19,       7, 11   ,            11,           0
      5, Sep-19,       8, 12   ,            12,           0
      5, Oct-19,       9, 12   ,            12,           0
      5, Nov-19,      10, 12   ,            12,           0
      5, Dec-19,      11, 13   ,            13,           0
      5, Jan-20,      12, 11   ,            11,           0
      5, Feb-20,      13, 11.67,             9,           1
      5, Mar-20,      14, 12.0 ,             9,           1
      5, Apr-20,      15, 13.0 ,            10,           1
      5, May-20,      16, 12   ,            12,           0
      5, Jun-20,      17, 13   ,            13,           0
      5, Jul-20,      18, 13   ,            13,           0
      5, Aug-20,      19, 12   ,            12,           0
      5, Sep-20,      20, 13   ,            13,           0
      5, Oct-20,      21, 13   ,            13,           0
      5, Nov-20,      22, 14   ,            14,           0
      5, Dec-20,      23, 14   ,            14,           0
      5, Jan-21,      24, 12   ,            12,           0
      5, Feb-21,      25, 11   ,            11,           0
      5, Mar-21,      26, 13   ,            13,           0
      5, Apr-21,      27, 13   ,            13,           0
      5, May-21,      28, 13   ,            13,           0
      5, Jun-21,      29, 13   ,            13,           0
      5, Jul-21,      30, 13   ,            13,           0
      5, Aug-21,      31, 13   ,            13,           0
      5, Sep-21,      32, 14   ,            14,           0
      5, Oct-21,      33, 14   ,            14,           0
      5, Nov-21,      34, 13   ,            13,           0
      5, Dec-21,      35, 16   ,            16,           0
      5, Jan-22,      36, 15   ,            15,           0
      5, Feb-22,      37, 14   ,            14,           0
      5, Mar-22,      38, 13   ,            13,           0
      5, Apr-22,      39, 15   ,            15,           0
      5, May-22,      40, 14   ,            14,           0
      5, Jun-22,      41, 14   ,            14,           0
      5, Jul-22,      42, 16   ,            16,           0
      5, Aug-22,      43, 14   ,            14,           0
      5, Sep-22,      44, 15   ,            15,           0
      5, Oct-22,      45, 16   ,            16,           0
      5, Nov-22,      46, 15   ,            15,           0
      5, Dec-22,      47, 19   ,            19,           0
      6, Jan-19,       0, 13   ,            13,           0
      6, Feb-19,       1, 13   ,            13,           0
      6, Mar-19,       2, 13   ,            13,           0
      6, Apr-19,       3, 13   ,            13,           0
      6, May-19,       4, 14   ,            14,           0
      6, Jun-19,       5, 14   ,            14,           0
      6, Jul-19,       6, 14   ,            14,           0
      6, Aug-19,       7, 13   ,            13,           0
      6, Sep-19,       8, 14   ,            14,           0
      6, Oct-19,       9, 15   ,            15,           0
      6, Nov-19,      10, 14   ,            14,           0
      6, Dec-19,      11, 15   ,            15,           0
      6, Jan-20,      12, 14   ,            14,           0
      6, Feb-20,      13, 14.0 ,            11,           1
      6, Mar-20,      14, 13.67,            11,           1
      6, Apr-20,      15, 14.0 ,            12,           1
      6, May-20,      16, 15   ,            15,           0
      6, Jun-20,      17, 15   ,            15,           0
      6, Jul-20,      18, 15   ,            15,           0
      6, Aug-20,      19, 15   ,            15,           0
      6, Sep-20,      20, 14   ,            14,           0
      6, Oct-20,      21, 14   ,            14,           0
      6, Nov-20,      22, 14   ,            14,           0
      6, Dec-20,      23, 17   ,            17,           0
      6, Jan-21,      24, 14   ,            14,           0
      6, Feb-21,      25, 14   ,            14,           0
      6, Mar-21,      26, 14   ,            14,           0
      6, Apr-21,      27, 14   ,            14,           0
      6, May-21,      28, 14   ,            14,           0
      6, Jun-21,      29, 15   ,            15,           0
      6, Jul-21,      30, 16   ,            16,           0
      6, Aug-21,      31, 14   ,            14,           0
      6, Sep-21,      32, 15   ,            15,           0
      6, Oct-21,      33, 15   ,            15,           0
      6, Nov-21,      34, 15   ,            15,           0
      6, Dec-21,      35, 18   ,            18,           0
      6, Jan-22,      36, 14   ,            14,           0
      6, Feb-22,      37, 15   ,            15,           0
      6, Mar-22,      38, 14   ,            14,           0
      6, Apr-22,      39, 15   ,            15,           0
      6, May-22,      40, 15   ,            15,           0
      6, Jun-22,      41, 15   ,            15,           0
      6, Jul-22,      42, 16   ,            16,           0
      6, Aug-22,      43, 16   ,            16,           0
      6, Sep-22,      44, 16   ,            16,           0
      6, Oct-22,      45, 16   ,            16,           0
      6, Nov-22,      46, 15   ,            15,           0
      6, Dec-22,      47, 17   ,            17,           0
      7, Jan-19,       0, 12   ,            12,           0
      7, Feb-19,       1, 12   ,            12,           0
      7, Mar-19,       2, 12   ,            12,           0
      7, Apr-19,       3, 12   ,            12,           0
      7, May-19,       4, 12   ,            12,           0
      7, Jun-19,       5, 12   ,            12,           0
      7, Jul-19,       6, 13   ,            13,           0
      7, Aug-19,       7, 12   ,            12,           0
      7, Sep-19,       8, 13   ,            13,           0
      7, Oct-19,       9, 13   ,            13,           0
      7, Nov-19,      10, 12   ,            12,           0
      7, Dec-19,      11, 13   ,            13,           0
      7, Jan-20,      12, 12   ,            12,           0
      7, Feb-20,      13, 12.0 ,            10,           1
      7, Mar-20,      14, 12.33,            10,           1
      7, Apr-20,      15, 12.0 ,            12,           1
      7, May-20,      16, 12   ,            12,           0
      7, Jun-20,      17, 12   ,            12,           0
      7, Jul-20,      18, 13   ,            13,           0
      7, Aug-20,      19, 12   ,            12,           0
      7, Sep-20,      20, 13   ,            13,           0
      7, Oct-20,      21, 12   ,            12,           0
      7, Nov-20,      22, 13   ,            13,           0
      7, Dec-20,      23, 13   ,            13,           0
      7, Jan-21,      24, 12   ,            12,           0
      7, Feb-21,      25, 12   ,            12,           0
      7, Mar-21,      26, 12   ,            12,           0
      7, Apr-21,      27, 12   ,            12,           0
      7, May-21,      28, 13   ,            13,           0
      7, Jun-21,      29, 12   ,            12,           0
      7, Jul-21,      30, 14   ,            14,           0
      7, Aug-21,      31, 12   ,            12,           0
      7, Sep-21,      32, 12   ,            12,           0
      7, Oct-21,      33, 12   ,            12,           0
      7, Nov-21,      34, 12   ,            12,           0
      7, Dec-21,      35, 13   ,            13,           0
      7, Jan-22,      36, 13   ,            13,           0
      7, Feb-22,      37, 12   ,            12,           0
      7, Mar-22,      38, 13   ,            13,           0
      7, Apr-22,      39, 12   ,            12,           0
      7, May-22,      40, 12   ,            12,           0
      7, Jun-22,      41, 12   ,            12,           0
      7, Jul-22,      42, 14   ,            14,           0
      7, Aug-22,      43, 12   ,            12,           0
      7, Sep-22,      44, 12   ,            12,           0
      7, Oct-22,      45, 13   ,            13,           0
      7, Nov-22,      46, 12   ,            12,           0
      7, Dec-22,      47, 14   ,            14,           0
      8, Jan-19,       0, 23   ,            23,           0
      8, Feb-19,       1, 23   ,            23,           0
      8, Mar-19,       2, 23   ,            23,           0
      8, Apr-19,       3, 23   ,            23,           0
      8, May-19,       4, 24   ,            24,           0
      8, Jun-19,       5, 24   ,            24,           0
      8, Jul-19,       6, 24   ,            24,           0
      8, Aug-19,       7, 24   ,            24,           0
      8, Sep-19,       8, 24   ,            24,           0
      8, Oct-19,       9, 25   ,            25,           0
      8, Nov-19,      10, 24   ,            24,           0
      8, Dec-19,      11, 26   ,            26,           0
      8, Jan-20,      12, 25   ,            25,           0
      8, Feb-20,      13, 23.67,            19,           1
      8, Mar-20,      14, 24.33,            19,           1
      8, Apr-20,      15, 24.0 ,            22,           1
      8, May-20,      16, 24   ,            24,           0
      8, Jun-20,      17, 24   ,            24,           0
      8, Jul-20,      18, 24   ,            24,           0
      8, Aug-20,      19, 25   ,            25,           0
      8, Sep-20,      20, 25   ,            25,           0
      8, Oct-20,      21, 25   ,            25,           0
      8, Nov-20,      22, 24   ,            24,           0
      8, Dec-20,      23, 27   ,            27,           0
      8, Jan-21,      24, 25   ,            25,           0
      8, Feb-21,      25, 24   ,            24,           0
      8, Mar-21,      26, 25   ,            25,           0
      8, Apr-21,      27, 24   ,            24,           0
      8, May-21,      28, 25   ,            25,           0
      8, Jun-21,      29, 24   ,            24,           0
      8, Jul-21,      30, 26   ,            26,           0
      8, Aug-21,      31, 24   ,            24,           0
      8, Sep-21,      32, 25   ,            25,           0
      8, Oct-21,      33, 26   ,            26,           0
      8, Nov-21,      34, 25   ,            25,           0
      8, Dec-21,      35, 27   ,            27,           0
      8, Jan-22,      36, 26   ,            26,           0
      8, Feb-22,      37, 24   ,            24,           0
      8, Mar-22,      38, 25   ,            25,           0
      8, Apr-22,      39, 25   ,            25,           0
      8, May-22,      40, 25   ,            25,           0
      8, Jun-22,      41, 25   ,            25,           0
      8, Jul-22,      42, 26   ,            26,           0
      8, Aug-22,      43, 26   ,            26,           0
      8, Sep-22,      44, 25   ,            25,           0
      8, Oct-22,      45, 27   ,            27,           0
      8, Nov-22,      46, 26   ,            26,           0
      8, Dec-22,      47, 28   ,            28,           0
      9, Jan-19,       0, 10   ,            10,           0
      9, Feb-19,       1,  9   ,             9,           0
      9, Mar-19,       2, 10   ,            10,           0
      9, Apr-19,       3, 10   ,            10,           0
      9, May-19,       4, 11   ,            11,           0
      9, Jun-19,       5, 11   ,            11,           0
      9, Jul-19,       6, 11   ,            11,           0
      9, Aug-19,       7, 11   ,            11,           0
      9, Sep-19,       8, 11   ,            11,           0
      9, Oct-19,       9, 12   ,            12,           0
      9, Nov-19,      10, 12   ,            12,           0
      9, Dec-19,      11, 12   ,            12,           0
      9, Jan-20,      12, 12   ,            12,           0
      9, Feb-20,      13, 11.0 ,             9,           1
      9, Mar-20,      14, 12.0 ,             9,           1
      9, Apr-20,      15, 12.0 ,            10,           1
      9, May-20,      16, 12   ,            12,           0
      9, Jun-20,      17, 12   ,            12,           0
      9, Jul-20,      18, 12   ,            12,           0
      9, Aug-20,      19, 13   ,            13,           0
      9, Sep-20,      20, 12   ,            12,           0
      9, Oct-20,      21, 14   ,            14,           0
      9, Nov-20,      22, 12   ,            12,           0
      9, Dec-20,      23, 15   ,            15,           0
      9, Jan-21,      24, 13   ,            13,           0
      9, Feb-21,      25, 11   ,            11,           0
      9, Mar-21,      26, 13   ,            13,           0
      9, Apr-21,      27, 12   ,            12,           0
      9, May-21,      28, 14   ,            14,           0
      9, Jun-21,      29, 13   ,            13,           0
      9, Jul-21,      30, 15   ,            15,           0
      9, Aug-21,      31, 13   ,            13,           0
      9, Sep-21,      32, 13   ,            13,           0
      9, Oct-21,      33, 14   ,            14,           0
      9, Nov-21,      34, 14   ,            14,           0
      9, Dec-21,      35, 16   ,            16,           0
      9, Jan-22,      36, 14   ,            14,           0
      9, Feb-22,      37, 13   ,            13,           0
      9, Mar-22,      38, 13   ,            13,           0
      9, Apr-22,      39, 14   ,            14,           0
      9, May-22,      40, 15   ,            15,           0
      9, Jun-22,      41, 14   ,            14,           0
      9, Jul-22,      42, 16   ,            16,           0
      9, Aug-22,      43, 14   ,            14,           0
      9, Sep-22,      44, 16   ,            16,           0
      9, Oct-22,      45, 15   ,            15,           0
      9, Nov-22,      46, 15   ,            15,           0
      9, Dec-22,      47, 17   ,            17,           0
     10, Jan-19,       0, 21   ,            21,           0
     10, Feb-19,       1, 20   ,            20,           0
     10, Mar-19,       2, 21   ,            21,           0
     10, Apr-19,       3, 21   ,            21,           0
     10, May-19,       4, 21   ,            21,           0
     10, Jun-19,       5, 21   ,            21,           0
     10, Jul-19,       6, 21   ,            21,           0
     10, Aug-19,       7, 21   ,            21,           0
     10, Sep-19,       8, 22   ,            22,           0
     10, Oct-19,       9, 21   ,            21,           0
     10, Nov-19,      10, 21   ,            21,           0
     10, Dec-19,      11, 22   ,            22,           0
     10, Jan-20,      12, 20   ,            20,           0
     10, Feb-20,      13, 19.67,            17,           1
     10, Mar-20,      14, 20.0 ,            16,           1
     10, Apr-20,      15, 20.0 ,            19,           1
     10, May-20,      16, 21   ,            21,           0
     10, Jun-20,      17, 21   ,            21,           0
     10, Jul-20,      18, 21   ,            21,           0
     10, Aug-20,      19, 20   ,            20,           0
     10, Sep-20,      20, 20   ,            20,           0
     10, Oct-20,      21, 21   ,            21,           0
     10, Nov-20,      22, 20   ,            20,           0
     10, Dec-20,      23, 21   ,            21,           0
     10, Jan-21,      24, 20   ,            20,           0
     10, Feb-21,      25, 20   ,            20,           0
     10, Mar-21,      26, 20   ,            20,           0
     10, Apr-21,      27, 20   ,            20,           0
     10, May-21,      28, 20   ,            20,           0
     10, Jun-21,      29, 20   ,            20,           0
     10, Jul-21,      30, 20   ,            20,           0
     10, Aug-21,      31, 19   ,            19,           0
     10, Sep-21,      32, 20   ,            20,           0
     10, Oct-21,      33, 20   ,            20,           0
     10, Nov-21,      34, 20   ,            20,           0
     10, Dec-21,      35, 21   ,            21,           0
     10, Jan-22,      36, 20   ,            20,           0
     10, Feb-22,      37, 19   ,            19,           0
     10, Mar-22,      38, 19   ,            19,           0
     10, Apr-22,      39, 19   ,            19,           0
     10, May-22,      40, 20   ,            20,           0
     10, Jun-22,      41, 20   ,            20,           0
     10, Jul-22,      42, 20   ,            20,           0
     10, Aug-22,      43, 19   ,            19,           0
     10, Sep-22,      44, 19   ,            19,           0
     10, Oct-22,      45, 19   ,            19,           0
     10, Nov-22,      46, 19   ,            19,           0
     10, Dec-22,      47, 20   ,            20,           0
     11, Jan-19,       0, 10   ,            10,           0
     11, Feb-19,       1, 10   ,            10,           0
     11, Mar-19,       2, 10   ,            10,           0
     11, Apr-19,       3, 10   ,            10,           0
     11, May-19,       4, 10   ,            10,           0
     11, Jun-19,       5, 11   ,            11,           0
     11, Jul-19,       6, 10   ,            10,           0
     11, Aug-19,       7, 11   ,            11,           0
     11, Sep-19,       8, 11   ,            11,           0
     11, Oct-19,       9, 11   ,            11,           0
     11, Nov-19,      10, 11   ,            11,           0
     11, Dec-19,      11, 12   ,            12,           0
     11, Jan-20,      12, 10   ,            10,           0
     11, Feb-20,      13, 10.33,             8,           1
     11, Mar-20,      14, 10.33,             8,           1
     11, Apr-20,      15, 10.33,             9,           1
     11, May-20,      16, 10   ,            10,           0
     11, Jun-20,      17, 11   ,            11,           0
     11, Jul-20,      18, 11   ,            11,           0
     11, Aug-20,      19, 11   ,            11,           0
     11, Sep-20,      20, 10   ,            10,           0
     11, Oct-20,      21, 11   ,            11,           0
     11, Nov-20,      22, 11   ,            11,           0
     11, Dec-20,      23, 12   ,            12,           0
     11, Jan-21,      24, 10   ,            10,           0
     11, Feb-21,      25, 11   ,            11,           0
     11, Mar-21,      26, 10   ,            10,           0
     11, Apr-21,      27, 11   ,            11,           0
     11, May-21,      28, 11   ,            11,           0
     11, Jun-21,      29, 11   ,            11,           0
     11, Jul-21,      30, 11   ,            11,           0
     11, Aug-21,      31, 10   ,            10,           0
     11, Sep-21,      32, 11   ,            11,           0
     11, Oct-21,      33, 12   ,            12,           0
     11, Nov-21,      34, 11   ,            11,           0
     11, Dec-21,      35, 13   ,            13,           0
     11, Jan-22,      36, 11   ,            11,           0
     11, Feb-22,      37, 10   ,            10,           0
     11, Mar-22,      38, 11   ,            11,           0
     11, Apr-22,      39, 10   ,            10,           0
     11, May-22,      40, 11   ,            11,           0
     11, Jun-22,      41, 11   ,            11,           0
     11, Jul-22,      42, 12   ,            12,           0
     11, Aug-22,      43, 11   ,            11,           0
     11, Sep-22,      44, 12   ,            12,           0
     11, Oct-22,      45, 12   ,            12,           0
     11, Nov-22,      46, 12   ,            12,           0
     11, Dec-22,      47, 13   ,            13,           0
     12, Jan-19,       0, 13   ,            13,           0
     12, Feb-19,       1, 12   ,            12,           0
     12, Mar-19,       2, 12   ,            12,           0
     12, Apr-19,       3, 13   ,            13,           0
     12, May-19,       4, 14   ,            14,           0
     12, Jun-19,       5, 13   ,            13,           0
     12, Jul-19,       6, 14   ,            14,           0
     12, Aug-19,       7, 14   ,            14,           0
     12, Sep-19,       8, 13   ,            13,           0
     12, Oct-19,       9, 14   ,            14,           0
     12, Nov-19,      10, 15   ,            15,           0
     12, Dec-19,      11, 17   ,            17,           0
     12, Jan-20,      12, 14   ,            14,           0
     12, Feb-20,      13, 16.0 ,            12,           1
     12, Mar-20,      14, 16.33,            12,           1
     12, Apr-20,      15, 16.67,            13,           1
     12, May-20,      16, 15   ,            15,           0
     12, Jun-20,      17, 16   ,            16,           0
     12, Jul-20,      18, 16   ,            16,           0
     12, Aug-20,      19, 16   ,            16,           0
     12, Sep-20,      20, 16   ,            16,           0
     12, Oct-20,      21, 17   ,            17,           0
     12, Nov-20,      22, 18   ,            18,           0
     12, Dec-20,      23, 22   ,            22,           0
     12, Jan-21,      24, 16   ,            16,           0
     12, Feb-21,      25, 17   ,            17,           0
     12, Mar-21,      26, 18   ,            18,           0
     12, Apr-21,      27, 16   ,            16,           0
     12, May-21,      28, 18   ,            18,           0
     12, Jun-21,      29, 18   ,            18,           0
     12, Jul-21,      30, 19   ,            19,           0
     12, Aug-21,      31, 19   ,            19,           0
     12, Sep-21,      32, 20   ,            20,           0
     12, Oct-21,      33, 19   ,            19,           0
