idserie, month , periodo, val  , val_originale, ricostruito
     48, Aug-21,      31, 13   ,            13,           0
     48, Sep-21,      32, 12   ,            12,           0
     48, Oct-21,      33, 13   ,            13,           0
     48, Nov-21,      34, 13   ,            13,           0
     48, Dec-21,      35, 14   ,            14,           0
     48, Jan-22,      36, 13   ,            13,           0
     48, Feb-22,      37, 12   ,            12,           0
     48, Mar-22,      38, 12   ,            12,           0
     48, Apr-22,      39, 12   ,            12,           0
     48, May-22,      40, 12   ,            12,           0
     48, Jun-22,      41, 13   ,            13,           0
     48, Jul-22,      42, 12   ,            12,           0
     48, Aug-22,      43, 12   ,            12,           0
     48, Sep-22,      44, 12   ,            12,           0
     48, Oct-22,      45, 12   ,            12,           0
     48, Nov-22,      46, 12   ,            12,           0
     48, Dec-22,      47, 13   ,            13,           0
     49, Jan-19,       0, 15   ,            15,           0
     49, Feb-19,       1, 14   ,            14,           0
     49, Mar-19,       2, 15   ,            15,           0
     49, Apr-19,       3, 15   ,            15,           0
     49, May-19,       4, 15   ,            15,           0
     49, Jun-19,       5, 15   ,            15,           0
     49, Jul-19,       6, 15   ,            15,           0
     49, Aug-19,       7, 16   ,            16,           0
     49, Sep-19,       8, 16   ,            16,           0
     49, Oct-19,       9, 16   ,            16,           0
     49, Nov-19,      10, 16   ,            16,           0
     49, Dec-19,      11, 18   ,            18,           0
     49, Jan-20,      12, 16   ,            16,           0
     49, Feb-20,      13, 15.67,            13,           1
     49, Mar-20,      14, 16.33,            12,           1
     49, Apr-20,      15, 16.67,            14,           1
     49, May-20,      16, 17   ,            17,           0
     49, Jun-20,      17, 17   ,            17,           0
     49, Jul-20,      18, 17   ,            17,           0
     49, Aug-20,      19, 17   ,            17,           0
     49, Sep-20,      20, 17   ,            17,           0
     49, Oct-20,      21, 17   ,            17,           0
     49, Nov-20,      22, 18   ,            18,           0
     49, Dec-20,      23, 18   ,            18,           0
     49, Jan-21,      24, 17   ,            17,           0
     49, Feb-21,      25, 16   ,            16,           0
     49, Mar-21,      26, 16   ,            16,           0
     49, Apr-21,      27, 17   ,            17,           0
     49, May-21,      28, 17   ,            17,           0
     49, Jun-21,      29, 18   ,            18,           0
     49, Jul-21,      30, 18   ,            18,           0
     49, Aug-21,      31, 17   ,            17,           0
     49, Sep-21,      32, 17   ,            17,           0
     49, Oct-21,      33, 18   ,            18,           0
     49, Nov-21,      34, 18   ,            18,           0
     49, Dec-21,      35, 20   ,            20,           0
     49, Jan-22,      36, 18   ,            18,           0
     49, Feb-22,      37, 17   ,            17,           0
     49, Mar-22,      38, 18   ,            18,           0
     49, Apr-22,      39, 18   ,            18,           0
     49, May-22,      40, 18   ,            18,           0
     49, Jun-22,      41, 18   ,            18,           0
     49, Jul-22,      42, 20   ,            20,           0
     49, Aug-22,      43, 17   ,            17,           0
     49, Sep-22,      44, 19   ,            19,           0
     49, Oct-22,      45, 18   ,            18,           0
     49, Nov-22,      46, 19   ,            19,           0
     49, Dec-22,      47, 20   ,            20,           0
     50, Jan-19,       0, 17   ,            17,           0
     50, Feb-19,       1, 17   ,            17,           0
     50, Mar-19,       2, 18   ,            18,           0
     50, Apr-19,       3, 17   ,            17,           0
     50, May-19,       4, 18   ,            18,           0
     50, Jun-19,       5, 19   ,            19,           0
     50, Jul-19,       6, 19   ,            19,           0
     50, Aug-19,       7, 19   ,            19,           0
     50, Sep-19,       8, 19   ,            19,           0
     50, Oct-19,       9, 19   ,            19,           0
     50, Nov-19,      10, 19   ,            19,           0
     50, Dec-19,      11, 21   ,            21,           0
     50, Jan-20,      12, 20   ,            20,           0
     50, Feb-20,      13, 19.67,            16,           1
     50, Mar-20,      14, 20.67,            15,           1
     50, Apr-20,      15, 20.33,            18,           1
     50, May-20,      16, 20   ,            20,           0
     50, Jun-20,      17, 21   ,            21,           0
     50, Jul-20,      18, 21   ,            21,           0
     50, Aug-20,      19, 20   ,            20,           0
     50, Sep-20,      20, 22   ,            22,           0
     50, Oct-20,      21, 21   ,            21,           0
     50, Nov-20,      22, 22   ,            22,           0
     50, Dec-20,      23, 23   ,            23,           0
     50, Jan-21,      24, 22   ,            22,           0
     50, Feb-21,      25, 20   ,            20,           0
     50, Mar-21,      26, 21   ,            21,           0
     50, Apr-21,      27, 22   ,            22,           0
     50, May-21,      28, 22   ,            22,           0
     50, Jun-21,      29, 21   ,            21,           0
     50, Jul-21,      30, 22   ,            22,           0
     50, Aug-21,      31, 21   ,            21,           0
     50, Sep-21,      32, 22   ,            22,           0
     50, Oct-21,      33, 24   ,            24,           0
     50, Nov-21,      34, 25   ,            25,           0
     50, Dec-21,      35, 27   ,            27,           0
     50, Jan-22,      36, 23   ,            23,           0
     50, Feb-22,      37, 22   ,            22,           0
     50, Mar-22,      38, 23   ,            23,           0
     50, Apr-22,      39, 22   ,            22,           0
     50, May-22,      40, 23   ,            23,           0
     50, Jun-22,      41, 24   ,            24,           0
     50, Jul-22,      42, 26   ,            26,           0
     50, Aug-22,      43, 25   ,            25,           0
     50, Sep-22,      44, 26   ,            26,           0
     50, Oct-22,      45, 25   ,            25,           0
     50, Nov-22,      46, 26   ,            26,           0
     50, Dec-22,      47, 29   ,            29,           0
     51, Jan-19,       0, 13   ,            13,           0
     51, Feb-19,       1, 13   ,            13,           0
     51, Mar-19,       2, 14   ,            14,           0
     51, Apr-19,       3, 13   ,            13,           0
     51, May-19,       4, 13   ,            13,           0
     51, Jun-19,       5, 14   ,            14,           0
     51, Jul-19,       6, 14   ,            14,           0
     51, Aug-19,       7, 13   ,            13,           0
     51, Sep-19,       8, 14   ,            14,           0
     51, Oct-19,       9, 14   ,            14,           0
     51, Nov-19,      10, 14   ,            14,           0
     51, Dec-19,      11, 15   ,            15,           0
     51, Jan-20,      12, 13   ,            13,           0
     51, Feb-20,      13, 13.0 ,            11,           1
     51, Mar-20,      14, 13.67,            10,           1
     51, Apr-20,      15, 13.67,            12,           1
     51, May-20,      16, 14   ,            14,           0
     51, Jun-20,      17, 14   ,            14,           0
     51, Jul-20,      18, 14   ,            14,           0
     51, Aug-20,      19, 14   ,            14,           0
     51, Sep-20,      20, 13   ,            13,           0
     51, Oct-20,      21, 14   ,            14,           0
     51, Nov-20,      22, 14   ,            14,           0
     51, Dec-20,      23, 14   ,            14,           0
     51, Jan-21,      24, 13   ,            13,           0
     51, Feb-21,      25, 13   ,            13,           0
     51, Mar-21,      26, 14   ,            14,           0
     51, Apr-21,      27, 14   ,            14,           0
     51, May-21,      28, 14   ,            14,           0
     51, Jun-21,      29, 13   ,            13,           0
     51, Jul-21,      30, 14   ,            14,           0
     51, Aug-21,      31, 14   ,            14,           0
     51, Sep-21,      32, 14   ,            14,           0
     51, Oct-21,      33, 15   ,            15,           0
     51, Nov-21,      34, 14   ,            14,           0
     51, Dec-21,      35, 16   ,            16,           0
     51, Jan-22,      36, 14   ,            14,           0
     51, Feb-22,      37, 13   ,            13,           0
     51, Mar-22,      38, 13   ,            13,           0
     51, Apr-22,      39, 14   ,            14,           0
     51, May-22,      40, 15   ,            15,           0
     51, Jun-22,      41, 14   ,            14,           0
     51, Jul-22,      42, 15   ,            15,           0
     51, Aug-22,      43, 15   ,            15,           0
     51, Sep-22,      44, 15   ,            15,           0
     51, Oct-22,      45, 14   ,            14,           0
     51, Nov-22,      46, 14   ,            14,           0
     51, Dec-22,      47, 17   ,            17,           0
